id,authors,title,average_rating
6223,Ian Fleming,"Live and Let Die (James Bond, #2)",3.62
6224,Kate Egan,The World of the Hunger Games (Hunger Games Trilogy),4.48
6225,"John Stuart Mill, George Sher",Utilitarianism,3.65
6226,Andrew  Smith,"Winger (Winger, #1)",4.08
6227,Mitch Albom,The Magic Strings of Frankie Presto,4.32
6228,Robin Hobb,"Fool's Quest  (The Fitz and The Fool, #2)",4.53
6229,Jack Finney,Invasion of the Body Snatchers,3.88
6230,Melvin Burgess,Smack,3.87
6231,"Bill O'Reilly, Martin Dugard",Killing Patton: The Strange Death of World War II's Most Audacious General,4.08
6232,"Keigo Higashino, Alexander O. Smith",The Devotion of Suspect X,4.05
6233,Jenny Nimmo,"Charlie Bone and the Time Twister (The Children of the Red King, #2)",3.88
6234,Irvine Welsh,Porno,3.78
6235,Jenny Nimmo,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",3.89
6236,Hugh Howey,"First Shift: Legacy (Shift, #1)",4.21
6237,"James Patterson, Michael Ledwidge","Worst Case (Michael Bennett, #3)",4
6238,Daniel Silva,The Unlikely Spy,4.22
6239,Ellen Schreiber,"Royal Blood (Vampire Kisses, #6)",4.09
6240,Neale Donald Walsch,"Conversations With God: An Uncommon Dialogue, Book 3",4.18
6241,Patti Smith,M Train,3.94
6242,Louise Erdrich,Love Medicine,3.98
6243,Brad Meltzer,"The Inner Circle (Culper Ring, #1)",3.76
6244,Jessica Day George,"Dragon Slippers (Dragon Slippers, #1)",4.22
6245,Carrie Fisher,The Princess Diarist,3.66
6246,Steven Erikson,"The Crippled God (The Malazan Book of the Fallen, #10)",4.44
6247,Rachel Renée Russell,"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",4.38
6248,Lisa McMann,"Gone (Wake, #3)",3.72
6249,"Brian K. Vaughan, Niko Henrichon",Pride of Baghdad,3.88
6250,Michel Houellebecq,Soumission,3.63
6251,Jon Krakauer,Eiger Dreams: Ventures Among Men and Mountains,3.97
6252,Richard K. Morgan,"Woken Furies (Takeshi Kovacs, #3)",4.1
6253,Amish Tripathi,"Scion of Ikshvaku (RamChandra, #1)",3.69
6254,Gail Carriger,"Blameless (Parasol Protectorate, #3)",4.01
6255,Jenny McCarthy,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,3.72
6256,Clive Barker,Imajica,4.16
6257,William Zinsser,On Writing Well: The Classic Guide to Writing Nonfiction,4.23
6258,Thomas A. Harris,I'm OK - You're OK,3.7
6259,Mario Puzo,The Sicilian,3.94
6260,Patricia Briggs,"Fire Touched (Mercy Thompson, #9)",4.35
6261,Maeve Binchy,The Copper Beech,3.89
6262,"Jane Werner Watson, Corinne Malvern",Frosty the Snow Man,4.25
6263,S.A. Bodeen,"The Compound (The Compound, #1)",3.87
6264,James A. Michener,The Covenant,4.17
6265,Boris Vian,L'Écume des jours,4.02
6266,Kimberly Derting,"The Pledge (The Pledge, #1)",3.8
6267,Nora Roberts,The Villa,3.94
6268,Kimberly Lauren,"Beautiful Broken Rules (Broken, #1)",4.15
6269,Christine Feehan,"Dark Desire (Dark, #2)",4.2
6270,Dan Wells,"Fragments (Partials Sequence, #2)",4.12
6271,Sarah MacLean,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)",3.95
6272,Martin Heidegger,Being and Time,3.99
6273,Ernest Hemingway,In Our Time,3.8
6274,Jonathan Kozol,Savage Inequalities: Children in America's Schools,4.23
6275,Charlie Higson,"The Enemy (The Enemy, #1)",4.08
6276,Jeffrey Archer,As the Crow Flies,4.05
6277,Jeffery Deaver,"The Empty Chair (Lincoln Rhyme, #3)",4.06
6278,Daphne du Maurier,Jamaica Inn,3.85
6279,Kenneth Oppel,"Airborn (Matt Cruse, #1)",4.16
6280,Thomas Tryon,The Other,3.99
6281,Daniel Silva,"The English Spy (Gabriel Allon, #15)",4.16
6282,"Colin Meloy, Carson Ellis","Wildwood (Wildwood Chronicles, #1)",3.63
6283,Ian McEwan,The Cement Garden,3.57
6284,"Margaret Weis, Tracy Hickman","Serpent Mage (The Death Gate Cycle, #4)",4.06
6285,Daniel Tammet,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,3.84
6286,Rachel Van Dyken,"The Bet (The Bet, #1)",3.85
6287,Conor Grennan,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,4.25
6288,Kaui Hart Hemmings,The Descendants,3.82
6289,Colleen Hoover,Too Late,4.03
6290,"Natsumi Ando, Miyuki Kobayashi","Kitchen Princess, Vol. 01 (Kitchen Princess, #1)",4.16
6291,Irving Stone,Lust for Life,4.19
6292,Faith Hunter,"Skinwalker (Jane Yellowrock, #1)",3.89
6293,Mary Kay Andrews,Hissy Fit,3.96
6294,"James Patterson, Mark T. Sullivan",Private Games (Private #3),3.83
6295,Craig Johnson,"The Cold Dish (Walt Longmire, #1)",4.14
6296,Sherwood Smith,Crown Duel (Crown & Court #1-2),4.19
6297,"Victoria Kann, Elizabeth Kann",Pinkalicious,4.05
6298,"Pablo Neruda, Ilan Stavans",The Poetry of Pablo Neruda,4.44
6299,Tracy Chevalier,Falling Angels,3.55
6300,Madeleine Wickham,Sleeping Arrangements,3.24
6301,Ilsa J. Bick,"Ashes (Ashes Trilogy, #1)",3.94
6302,"Jane Austen, Robert William Chapman",Lady Susan,3.56
6303,Tillie Cole,"Sweet Home (Sweet Home, #1)",4.05
6304,Mary Higgins Clark,Remember Me,3.91
6305,"Julee Rosso, Sheila Lukins, Michael McLaughlin",The Silver Palate Cookbook,4.06
6306,Sidney Sheldon,Memories of Midnight,3.68
6307,Keri Hulme,The Bone People,4.06
6308,"Michelle Paver, Geoff Taylor","Wolf Brother (Chronicles of Ancient Darkness, #1)",4.15
6309,Brian  McClellan,"The Crimson Campaign (Powder Mage, #2)",4.35
6310,Gavin Extence,The Universe Versus Alex Woods,4.08
6311,Marguerite Henry,"Stormy, Misty's Foal (Misty, #3)",4.06
6312,"Tsugumi Ohba, Takeshi Obata, Diana Hammermeister","Bakuman, Band 1: Traum und Realität",4.18
6313,Susan Elizabeth Phillips,"Heaven, Texas (Chicago Stars, #2)",4.08
6314,Agatha Christie,"The Murder on the Links (Hercule Poirot, #2)",3.8
6315,J.G. Ballard,High-Rise,3.68
6316,"Friedrich Nietzsche, H.L. Mencken",The Anti-Christ,3.91
6317,Lawrence Wright,The Looming Tower: Al-Qaeda and the Road to 9/11,4.38
6318,Robert A. Heinlein,The Cat Who Walks Through Walls (The World As Myth),3.7
6319,"K.R. Dwyer, Dean Koontz",Shattered,3.87
6320,Charles Bukowski,Hollywood,3.78
6321,Jeff Lindsay,"Dexter By Design (Dexter, #4)",3.72
6322,John Irving,A Son of the Circus,3.61
6323,Stephen King,Apt Pupil,3.83
6324,Sidney Sheldon,"Morning, Noon & Night",3.62
6325,J.D. Robb,"Memory in Death (In Death, #22)",4.31
6326,Virginia Woolf,The Waves,4.14
6327,Jeffrey Toobin,The Nine: Inside the Secret World of the Supreme Court,4.06
6328,Sarah Jio,The Violets of March,3.8
6329,"Kyung-Sook Shin, 신경숙, Chi-Young Kim",Please Look After Mom,3.76
6330,David Eddings,"The Shining Ones (The Tamuli, #2)",3.95
6331,"Brian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic",House of M,3.97
6332,Heather Brewer,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",4.24
6333,Leon Uris,Trinity,4.23
6334,Dr. Seuss,The Cat in the Hat Comes Back,3.83
6335,Peter Carey,Oscar and Lucinda,3.72
6336,Alexander McCall Smith,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",4.06
6337,"Booker T. Washington, Ishmael Reed",Up from Slavery,4.09
6338,Daniel Silva,"The Secret Servant (Gabriel Allon, #7)",4.25
6339,Laura Kaye,"Hearts in Darkness (Hearts in Darkness, #1)",3.86
6340,Lois McMaster Bujold,"Shards of Honour  (Vorkosigan Saga, #1)",4.13
6341,"René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge","Asterix the Gaul (Asterix, #1)",4.18
6342,Jan Karon,"A Light in the Window (Mitford Years, #2)",4.23
6343,Jessica Sorensen,"The Forever of Ella and Micha (The Secret, #2)",4.1
6344,Lisa Gardner,"Say Goodbye (Quincy & Rainie, #6)",4.12
6345,Gertrude Crampton,Scuffy the Tugboat (Big Little Golden Book),4.11
6346,Erin Hunter,"Dawn (Warriors: The New Prophecy, #3)",4.31
6347,Mercer Mayer,Just Me and My Dad (Little Critter),4.19
6348,Robert Fulghum,All I Really Need to Know I Learned in Kindergarten,4.03
6349,Matthew Reilly,Temple,4.04
6350,"Dave Barry, Ridley Pearson, Greg Call","Peter and the Secret of Rundoon (Peter and the Starcatchers, #3)",4.16
6351,Sarah Macdonald,Holy Cow: An Indian Adventure,3.51
6352,Tess Gerritsen,"Last to Die (Rizzoli & Isles, #10)",4.1
6353,China Miéville,Kraken,3.6
6354,Jean-Paul Sartre,The Wall,4.07
6355,Lisa Jewell,The House We Grew Up In,3.88
6356,George R.R. Martin,"A Dance with Dragons: Dreams and Dust (A Song of Ice and Fire #5, Part 1 of 2)",4.32
6357,Brad Thor,"Full Black (Scot Harvath, #10)",4.26
6358,Helen Bryan,The Sisterhood,3.75
6359,Enid Blyton,"Five on a Treasure Island (Famous Five, #1)",4.06
6360,Elin Hilderbrand,Summer People,3.93
6361,Bill Watterson,There's Treasure Everywhere: A Calvin and Hobbes Collection,4.74
6362,"Yoko Kamio, 神尾葉子","Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)",4.12
6363,Steven Levy,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",3.83
6364,Kazuo Ishiguro,When We Were Orphans,3.45
6365,Linda Kage,"Price of a Kiss (Forbidden Men, #1)",4.1
6366,David Small,Stitches,4.03
6367,Ellis Avery,The Last Nude,3.77
6368,Tamora Pierce,"Daja's Book (Circle of Magic, #3)",4.06
6369,Anne McCaffrey,"All the Weyrs of Pern (Pern, #11)",4.15
6370,Jamie McGuire,"Beautiful Sacrifice (The Maddox Brothers, #3)",4.08
6371,Naomi Novik,"Black Powder War (Temeraire, #3)",3.9
6372,Julie Garwood,"Heartbreaker (Buchanan-Renard, #1)",4.02
6373,David Shannon,David Goes To School,4.16
6374,Tamora Pierce,"Briar's Book (Circle of Magic, #4)",4.14
6375,Colleen McCullough,"The First Man in Rome (Masters of Rome, #1)",4.08
6376,John Connolly,"Every Dead Thing (Charlie Parker, #1)",4.01
6377,Daniel Silva,"The Confessor (Gabriel Allon, #3)",4.14
6378,"Tomoko Hayakawa, David Ury","The Wallflower, Vol. 1 (The Wallflower, #1)",4.15
6379,"Robert Kirkman, Jay Bonansinga",Rise of the Governor (The Walking Dead #1),3.9
6380,R.A. Salvatore,"The Thousand Orcs (Forgotten Realms: Hunter's Blades, #1; Legend of Drizzt, #14)",4.08
6381,Anna Quindlen,Miller's Valley,3.89
6382,Jerzy Kosiński,The Painted Bird,3.94
6383,Maeve Binchy,The Glass Lake,3.89
6384,Jonathan Haidt,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,4.12
6385,Edgar Allan Poe,The Masque of the Red Death,4.08
6386,Peter F. Hamilton,The Evolutionary Void,4.25
6387,L.J. Smith,"The Forbidden Game (The Forbidden Game, #1-3)",4.19
6388,Elizabeth Scott,Perfect You,3.7
6389,Toni Morrison,Jazz,3.78
6390,Benjamin Hoff,The Te of Piglet,3.81
6391,Cecily von Ziegesar,"You're the One That I Want (Gossip Girl, #6)",3.71
6392,"Ilya Ilf, Eugene Petrov, Maurice Friedberg, John H.C. Richardson",The Twelve Chairs,4.42
6393,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger","Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)",3.91
6394,Megan Abbott,The Fever,3.12
6395,Eric Carle,The Very Quiet Cricket,4.07
6396,Alison Croggon,"The Naming (The Books of Pellinor, #1)",4
6397,Simon R. Green,"Something from the Nightside (Nightside, #1)",3.77
6398,Thomas J. Stanley,The Millionaire Mind,4.15
6399,Sidney Sheldon,The Stars Shine Down,3.65
6400,"The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",The Beatles Anthology,4.38
6401,"Christopher  Ryan, Cacilda Jethá",Sex at Dawn: The Prehistoric Origins of Modern Sexuality,4.02
6402,Cecily von Ziegesar,"You Know You Love Me (Gossip Girl, #2)",3.53
6403,"Annette Pollert, L.J. Smith",Night World: The Ultimate Fan Guide,4.36
6404,Vera B. Williams,A Chair for My Mother,4.2
6405,Iain Banks,The Crow Road,4.07
6406,Jonathan Tropper,The Book of Joe,3.95
6407,"Margaret Weis, Tracy Hickman",Dragonlance Chronicles (Dragonlance #1-3),4.21
6408,Kiyoko Arai,"Beauty Pop, Vol. 1 (Beauty Pop, #1)",4.15
6409,Eric Carle,From Head to Toe,4.18
6410,Joshua Harris,Boy Meets Girl: Say Hello to Courtship,3.78
6411,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha","Fables, Vol. 6: Homelands",4.3
6412,Whitney G.,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",4.13
6413,Marilynne Robinson,"Home (Gilead, #2)",3.97
6414,Jen Hatmaker,For the Love: Fighting for Grace in a World of Impossible Standards,4.1
6415,J. Sterling,"The Game Changer (The Perfect Game, #2)",4.11
6416,Christina Lauren,"Sweet Filthy Boy (Wild Seasons, #1)",4.16
6417,William Shakespeare,The Winter's Tale,3.69
6418,Peter F. Hamilton,The Temporal Void,4.24
6419,"Matt Fraction, Chip Zdarsky","Sex Criminals, Vol. 1: One Weird Trick",3.99
6420,"Tim LaHaye, Jerry B. Jenkins","The Rising: Antichrist is Born  (Before They Were Left Behind, #1)",4.18
6421,Lauren Kate,"Teardrop (Teardrop, #1)",3.65
6422,Patricia Cornwell,"The Scarpetta Factor (Kay Scarpetta, #17)",3.67
6423,Marie Rutkoski,"The Winner's Kiss (The Winner's Trilogy, #3)",4.29
6424,R.K. Lilley,"Bad Things (Tristan & Danika, #1)",4.33
6425,Sharon Kay Penman,"Here be Dragons (Welsh Princes, #1)",4.3
6426,"Byron Katie, Stephen Mitchell",Loving What Is: Four Questions That Can Change Your Life,4.15
6427,"Sid Fleischman, Peter Sís",The Whipping Boy,3.54
6428,"J.K. Rowling, MinaLima","Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",4.22
6429,Carolyn Keene,Nancy Drew: #1-64,4.19
6430,"George Bernard Shaw, John A. Bertolini",Pygmalion and Three Other Plays,4.01
6431,Drew Karpyshyn,"Path of Destruction (Star Wars: Darth Bane, #1)",4.25
6432,Elizabeth  Hall,Miramont's Ghost,3.34
6433,Brigid Kemmerer,"Storm (Elemental, #1)",3.96
6434,Maureen Johnson,"The Last Little Blue Envelope (Little Blue Envelope, #2)",3.86
6435,Richard Rhodes,The Making of the Atomic Bomb,4.32
6436,Maeve Binchy,Minding Frankie,3.78
6437,Francine Rivers,Unveiled: Tamar (Lineage of Grace #1),4.26
6438,Tony Kushner,"Angels in America, Part Two: Perestroika",4.26
6439,Ken Follett,The Third Twin,3.64
6440,"Brian Herbert, Kevin J. Anderson","The Butlerian Jihad (Legends of Dune, #1)",3.57
6441,Richard Koch,The 80/20 Principle: The Secret to Achieving More with Less,3.99
6442,"William Blake, David V. Erdman, Harold Bloom",The Complete Poetry and Prose,4.23
6443,Ian McEwan,Nutshell,3.71
6444,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 2: Confluence (Death Note, #2)",4.42
6445,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy","Akira, Vol. 1",4.36
6446,Robert   Harris,"Imperium: A Novel of Ancient Rome (Cicero, #1)",4.05
6447,Richard Ford,The Sportswriter,3.7
6448,Garth Nix,"Grim Tuesday (The Keys to the Kingdom, #2)",3.86
6449,Julie Maroh,Le bleu est une couleur chaude,3.92
6450,Bill Bryson,The Road to Little Dribbling: Adventures of an American in Britain,3.71
6451,Susanna Kearsley,"The Firebird (Slains, #2)",4.08
6452,"Tachibana Higuchi, 樋口 橘","Gakuen Alice, Vol. 01 (Gakuen Alice, #1)",4.23
6453,William Least Heat-Moon,Blue Highways,4
6454,Anne Tyler,Breathing Lessons,3.66
6455,Emily Dickinson,Selected Poems,4.16
6456,"Robert Louis Stevenson, Jenny Davidson",The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories ,3.96
6457,Spencer W. Kimball,The Miracle of Forgiveness,4.37
6458,Anne Fortier,Juliet,3.9
6459,Gena Showalter,The Darkest Secret (Lords of the Underworld #7),4.32
6460,Toni Morrison,God Help the Child,3.7
6461,"Gerard Way, Gabriel Bá, Dave Stewart, Nate Piekos, Tony Ong","The Umbrella Academy, Vol. 1: The Apocalypse Suite",3.97
6462,Jennifer L. Armentrout,"Sentinel (Covenant, #5)",4.49
6463,Jessica Livingston,Founders at Work: Stories of Startups' Early Days,3.94
6464,Lacey Weatherford,"Crush (Crush, #1)",3.97
6465,Scott Sigler,"Infected (Infected, #1)",3.85
6466,Leila Sales,This Song Will Save Your Life,3.95
6467,Gloria Naylor,The Women of Brewster Place,4.13
6468,"G. Willow Wilson, Adrian Alphona, Jacob Wyatt","Ms. Marvel, Vol. 2: Generation Why",4.14
6469,Elisabeth Elliot,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,4.15
6470,"Jenny Han, Siobhan Vivian","Burn for Burn (Burn for Burn, #1)",3.87
6471,David McCullough,The Greater Journey: Americans in Paris,3.9
6472,David Eddings,"The Hidden City (The Tamuli, #3)",3.97
6473,"Petra Durst-Benning, Samuel Willcocks",The Glassblower,3.87
6474,Maggie Shipstead,Seating Arrangements,3.02
6475,David Foster Wallace,The Broom of the System,3.84
6476,Julie James,Practice Makes Perfect (Berkley Sensation),3.99
6477,Patrick Carman,"The Dark Hills Divide (The Land of Elyon, #1)",3.71
6478,Tahereh Mafi,"Fracture Me (Shatter Me, #2.5)",3.77
6479,Megan Abbott,You Will Know Me,3.45
6480,Sharon Kay Penman,The Sunne in Splendour,4.4
6481,Tom Stoppard,Arcadia,4.19
6482,Scott Pratt,An Innocent Client,4.16
6483,Irving Shulman,West Side Story,4.12
6484,Anne McCaffrey,"The Masterharper of Pern (Pern, #15)",4.22
6485,Leonard Mlodinow,The Drunkard's Walk: How Randomness Rules Our Lives,3.88
6486,James Patterson,"Merry Christmas, Alex Cross (Alex Cross, #19)",3.85
6487,Steve Krug,Don't Make Me Think: A Common Sense Approach to Web Usability,4.24
6488,Charlaine Harris,"Shakespeare's Landlord (Lily Bard, #1)",3.76
6489,Jennifer L. Armentrout,"Shadows (Lux, #0.5)",4.16
6490,Orson Scott Card,"Pathfinder (Pathfinder, #1)",3.98
6491,Lindy West,Shrill: Notes from a Loud Woman,4.23
6492,Anne Bishop,"Queen of the Darkness (The Black Jewels, #3)",4.37
6493,Harper Sloan,"Axel (Corps Security, #1)",4.13
6494,Julie James,"A Lot like Love (FBI/US Attorney, #2)",4.09
6495,"Jim Kjelgaard, Carl Pfeuffer","Big Red (Big Red, #1)",4.11
6496,Caleb Carr,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",3.94
6497,George R.R. Martin,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",4.41
6498,Mercer Mayer,I Was So Mad,4.21
6499,Arthur Conan Doyle,"Silver Blaze (The Memoirs of Sherlock Holmes, #1)",4.18
6500,Augusten Burroughs,Sellevision,3.54
6501,Agatha Christie,Crooked House,3.98
6502,T.H. White,"The Sword in the Stone (The Once and Future King, #1)",3.92
6503,Jaclyn Moriarty,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",3.9
6504,Anne Rice,"Prince Lestat (The Vampire Chronicles, #11)",3.76
6505,L.M. Montgomery,The Blue Castle ,4.23
6506,Cecelia Ahern,The Gift,3.68
6507,Dean Koontz,"Deeply Odd (Odd Thomas, #6)",4.01
6508,"Alan Moore, Stephen R. Bissette, John Totleben, Rick Veitch, Ramsey Campbell","Swamp Thing, Vol. 1: Saga of the Swamp Thing",4.2
6509,Arthur C. Clarke,"3001: The Final Odyssey (Space Odyssey, #4)",3.49
6510,Dennis Lehane,"Prayers for Rain (Kenzie & Gennaro, #5)",4.08
6511,Alyson Noel,"The Immortals Boxed Set (The Immortals, #1-3)",4.28
6512,Agatha Christie,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",3.89
6513,Lara Adrian,"Shades of Midnight (Midnight Breed, #7)",4.28
6514,Jan Brett,The Hat,4.25
6515,Kasie West,"Pivot Point (Pivot Point, #1)",4.08
6516,"Henning Mankell, Laurie Thompson","The Dogs of Riga (Kurt Wallander, #2)",3.72
6517,Paolo Bacigalupi,The Water Knife,3.83
6518,Karl Weber,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",4.19
6519,Catherine Coulter,The Cove  (FBI Thriller #1),3.86
6520,Robert Crais,"The Monkey's Raincoat (Elvis Cole, #1)",3.98
6521,Herman Wouk,The Caine Mutiny,4.23
6522,Becca Fitzpatrick,Black Ice,3.88
6523,James Lee Burke,"The Neon Rain (Dave Robicheaux, #1)",3.98
6524,"Thomas à Kempis, William Benham",The Imitation of Christ,4.19
6525,K.A. Linde,"Avoiding Responsibility (Avoiding, #2)",4.07
6526,Kevin Henkes,Kitten's First Full Moon,4.07
6527,"Brian K. Vaughan, Fiona Staples","Saga, Vol. 6 (Saga, #6)",4.49
6528,Debbie Macomber,"A Good Yarn (Blossom Street, #2)",4.11
6529,Richard Castle,"Naked Heat (Nikki Heat, #2)",3.75
6530,William Shakespeare,Titus Andronicus,3.71
6531,L.J. Smith,"The Initiation / The Captive Part I (The Secret Circle, #1-2)",3.96
6532,R.L. Stine,"Night of the Living Dummy (Goosebumps, #7)",3.8
6533,Jeffrey Archer,"Shall We Tell the President? (Kane & Abel, #3)",3.69
